year,state_name,total_agencies,participating_agencies,participation_pct,nibrs_participating_agencies,nibrs_participation_pct,covered_agencies,covered_pct,total_population,nibrs_participating_population
1973,Nevada,32,21,65.63,2,6.25,2,6.25,548000,510688
1973,New Hampshire,76,37,48.68,0,0.00,0,0.00,791000,438048
1973,New Jersey,534,454,85.02,0,0.00,2,0.37,7377289,6592147
1973,New Mexico,71,39,54.93,2,2.82,3,4.23,1116246,861807
1973,New York,448,322,71.88,35,7.81,51,11.38,19373070,15758503
1973,North Carolina,386,149,38.60,0,0.00,0,0.00,5273000,3091401
1973,North Dakota,71,41,57.75,0,0.00,0,0.00,640000,447847
1973,Ohio,432,250,57.87,8,1.85,10,2.31,10820724,7129407
1973,Oklahoma,234,120,51.28,6,2.56,7,2.99,2684958,1751415
1973,Oregon,158,124,78.48,4,2.53,5,3.16,2231245,1938959
1973,Pennsylvania,919,419,45.59,31,3.37,42,4.57,12125225,6037788
1973,Puerto Rico,1,0,0.00,0,0.00,0,0.00,2689932,0
1973,Rhode Island,51,31,60.78,0,0.00,0,0.00,973000,495134
1973,South Carolina,300,61,20.33,3,1.00,4,1.33,2754060,1430736
1973,South Dakota,96,47,48.96,5,5.21,7,7.29,695748,391884
1973,Tennessee,184,63,34.24,3,1.63,6,3.26,4166544,1926776
1973,Texas,619,277,44.75,13,2.10,62,10.02,12060860,6175014
1973,Utah,74,52,70.27,9,12.16,9,12.16,1206673,927671
1973,Vermont,47,20,42.55,9,19.15,9,19.15,464000,223374
1973,Virginia,277,175,63.18,3,1.08,15,5.42,4886845,3156491
1973,Washington,137,99,72.26,6,4.38,7,5.11,3447438,2991575
1973,West Virginia,258,215,83.33,0,0.00,0,0.00,1794000,1554027
1973,Wisconsin,242,240,99.17,8,3.31,8,3.31,4589692,4566311
1973,Wyoming,46,29,63.04,0,0.00,2,4.35,362245,268080
1971,Alabama,180,74,41.11,5,2.78,23,12.78,3581147,2027736
1971,Alaska,17,13,76.47,0,0.00,0,0.00,313000,304454
1971,Arizona,57,46,80.70,3,5.26,4,7.02,1862947,1590303
1971,Arkansas,149,52,34.90,0,0.00,5,3.36,1982508,1002623
1971,California,538,517,96.10,30,5.58,30,5.58,20461218,20357514
1971,Canal Zone,1,0,0.00,0,0.00,0,0.00,44650,0
1971,Colorado,126,87,69.05,4,3.17,5,3.97,2305187,1914000
1971,Connecticut,100,82,82.00,12,12.00,15,15.00,3215454,2591703
1971,Delaware,41,22,53.66,0,0.00,0,0.00,558000,436744
1971,District of Columbia,3,2,66.67,0,0.00,0,0.00,741000,741000
1971,Florida,344,338,98.26,9,2.62,9,2.62,7052218,7035315
1971,Georgia,294,95,32.31,2,0.68,17,5.78,4752514,2886999
1971,Guam,1,0,0.00,0,0.00,0,0.00,86926,0
1971,Hawaii,14,3,21.43,0,0.00,2,14.29,791801,432786
1971,Idaho,81,61,75.31,0,0.00,2,2.47,736293,616535
1971,Illinois,473,327,69.13,15,3.17,18,3.81,11216864,9700731
1971,Indiana,327,227,69.42,3,0.92,6,1.83,5291410,3753447
1971,Iowa,210,149,70.95,3,1.43,4,1.90,2864773,2332144
1971,Kansas,207,187,90.34,7,3.38,8,3.86,2275350,2162266
1971,Kentucky,425,403,94.82,0,0.00,0,0.00,3282000,3110443
1971,Louisiana,153,88,57.52,25,16.34,35,22.88,3927464,2967267
1971,Maine,89,60,67.42,4,4.49,5,5.62,1025347,802720
1971,Maryland,94,65,69.15,1,1.06,9,9.57,4104849,3581767
1971,Massachusetts,276,196,71.01,0,0.00,4,1.45,5779426,5020621
1971,Michigan,553,386,69.80,0,0.00,0,0.00,8997000,8564736
1971,Minnesota,248,218,87.90,2,0.81,2,0.81,3887124,3540014
1971,Mississippi,171,68,39.77,0,0.00,1,0.58,2228996,1009201
1971,Missouri,275,154,56.00,7,2.55,18,6.55,4828227,3694073
1971,Montana,90,64,71.11,2,2.22,3,3.33,714117,506148
1971,Nebraska,214,155,72.43,0,0.00,0,0.00,1512000,1333097
1971,Nevada,28,21,75.00,2,7.14,2,7.14,510933,453564
1971,New Hampshire,76,48,63.16,0,0.00,0,0.00,762000,526578
1971,New Jersey,482,445,92.32,1,0.21,3,0.62,7334832,6874667
1971,New Mexico,72,47,65.28,4,5.56,4,5.56,1085624,890764
1971,New York,440,371,84.32,35,7.95,49,11.14,19427177,17586224
1971,North Carolina,218,116,53.21,1,0.46,4,1.83,5156978,3266786
1971,North Dakota,68,52,76.47,0,0.00,0,0.00,625000,526826
1971,Ohio,426,316,74.18,9,2.11,10,2.35,10865398,9252709
1971,Oklahoma,181,120,66.30,10,5.52,13,7.18,2668490,2075868
1971,Oregon,116,95,81.90,5,4.31,5,4.31,2163825,2040812
1971,Pennsylvania,668,415,62.13,14,2.10,21,3.14,12046710,7022295
1971,Puerto Rico,1,0,0.00,0,0.00,0,0.00,2689932,0
1971,Rhode Island,50,39,78.00,0,0.00,0,0.00,960000,942855
1971,South Carolina,130,65,50.00,7,5.38,10,7.69,2683742,1687488
1971,South Dakota,95,56,58.95,5,5.26,7,7.37,680820,480712
1971,Tennessee,181,68,37.57,4,2.21,6,3.31,4029618,2452472
1971,Texas,599,353,58.93,25,4.17,61,10.18,11726323,9224385
1971,Utah,73,41,56.16,3,4.11,10,13.70,1155162,881666
1971,Vermont,46,18,39.13,0,0.00,9,19.57,458000,154970
1971,Virginia,189,111,58.73,6,3.17,14,7.41,4783444,3642764
1971,Washington,130,113,86.92,7,5.38,7,5.38,3470293,2914261
1971,West Virginia,122,34,27.87,2,1.64,3,2.46,1758559,361169
1971,Wisconsin,235,166,70.64,1,0.43,1,0.43,4480975,3809834
1971,Wyoming,44,34,77.27,1,2.27,2,4.55,348812,299762
1970,Alabama,173,62,35.84,4,2.31,22,12.72,3543767,1800355
1970,Alaska,9,8,88.89,0,0.00,0,0.00,302173,296123
1970,Arizona,51,39,76.47,4,7.84,4,7.84,1785535,1637943
1970,Arkansas,142,38,26.76,1,0.70,5,3.52,1960132,915918
1970,California,535,518,96.82,59,11.03,59,11.03,20895538,20786446
1970,Canal Zone,1,0,0.00,0,0.00,0,0.00,44650,0
1970,Colorado,121,94,77.69,8,6.61,8,6.61,2246563,2014854
1970,Connecticut,100,79,79.00,12,12.00,14,14.00,3161040,2496186
1970,Delaware,17,12,70.59,1,5.88,1,5.88,556519,429761
1970,District of Columbia,3,1,33.33,0,0.00,0,0.00,756510,756510
1970,Florida,220,146,66.36,8,3.64,17,7.73,6892005,5919501
1970,Georgia,276,70,25.36,3,1.09,16,5.80,4677127,2283918
1970,Guam,1,0,0.00,0,0.00,0,0.00,86926,0
1970,Hawaii,14,4,28.57,0,0.00,2,14.29,772576,693996
1970,Idaho,79,66,83.54,2,2.53,2,2.53,717224,664551
1970,Illinois,455,317,69.67,11,2.42,18,3.96,11189081,9482261
1970,Indiana,320,219,68.44,1,0.31,5,1.56,5219700,3701533
1970,Iowa,206,147,71.36,3,1.46,4,1.94,2837692,2336177
1970,Kansas,204,183,89.71,7,3.43,7,3.43,2265966,2145910
1970,Kentucky,283,275,97.17,0,0.00,0,0.00,3219311,3189506
1970,Louisiana,153,91,59.48,23,15.03,34,22.22,3882239,2934500
1970,Maine,88,62,70.45,5,5.68,5,5.68,1015884,791967
1970,Maryland,89,65,73.03,6,6.74,8,8.99,4025631,3261734
1970,Massachusetts,267,190,71.16,0,0.00,4,1.50,5710123,4951862
1970,Michigan,539,257,47.68,0,0.00,0,0.00,8875083,7369697
1970,Minnesota,228,203,89.04,7,3.07,7,3.07,3839690,3597767
1970,Mississippi,145,44,30.34,0,0.00,1,0.69,2219891,856768
1970,Missouri,267,144,53.93,7,2.62,19,7.12,4765218,3653865
1970,Montana,89,68,76.40,2,2.25,3,3.37,700110,576185
1970,Nebraska,138,73,52.90,1,0.72,1,0.72,1487544,1087903
1970,Nevada,28,21,75.00,2,7.14,2,7.14,492914,446397
1970,New Hampshire,60,42,70.00,0,0.00,0,0.00,737681,520312
1970,New Jersey,474,444,93.67,1,0.21,4,0.84,7202932,6795635
1970,New Mexico,71,47,66.20,4,5.63,4,5.63,1070960,881182
1970,New York,439,381,86.79,46,10.48,49,11.16,19199089,18268442
1970,North Carolina,212,104,49.06,2,0.94,4,1.89,5092905,2937995
1970,North Dakota,68,51,75.00,0,0.00,0,0.00,617761,514804
1970,Ohio,413,309,74.82,9,2.18,9,2.18,10690511,9198268
1970,Oklahoma,169,94,55.62,6,3.55,12,7.10,2612879,1889971
1970,Oregon,114,93,81.58,5,4.39,5,4.39,2097209,1965587
1970,Pennsylvania,664,412,62.05,4,0.60,21,3.16,11961980,7285577
1970,Puerto Rico,1,0,0.00,0,0.00,0,0.00,2689932,0
1970,Rhode Island,48,39,81.25,0,0.00,1,2.08,952968,915257
1970,South Carolina,118,52,44.07,5,4.24,9,7.63,2643750,1429758
1970,South Dakota,95,54,56.84,4,4.21,6,6.32,674646,458461
1970,Tennessee,177,53,29.94,0,0.00,6,3.39,3963116,2321640
1970,Texas,581,321,55.25,24,4.13,60,10.33,11455027,8981083
1970,Utah,69,47,68.12,7,10.14,8,11.59,1105965,959991
1970,Vermont,42,28,66.67,9,21.43,10,23.81,446827,302026
1970,Virginia,172,104,60.47,7,4.07,13,7.56,4716496,3552069
1970,Washington,126,108,85.71,6,4.76,7,5.56,3429542,2881232
1970,West Virginia,121,32,26.45,0,0.00,3,2.48,1725708,355132
1970,Wisconsin,212,179,84.43,4,1.89,5,2.36,4436620,4018303
1970,Wyoming,43,33,76.74,1,2.33,2,4.65,341074,291584
1969,Alabama,173,60,34.68,3,1.73,21,12.14,3642285,1934925
1969,Alaska,9,7,77.78,0,0.00,0,0.00,282000,273700
1969,Arizona,51,38,74.51,4,7.84,4,7.84,1707880,1524459
1969,Arkansas,142,47,33.10,1,0.70,5,3.52,2033649,1105442
1969,California,535,513,95.89,59,11.03,59,11.03,20391297,20164927
1969,Canal Zone,1,0,0.00,0,0.00,0,0.00,55600,0
1969,Colorado,118,81,68.64,6,5.08,8,6.78,2160491,1932770
1969,Connecticut,100,81,81.00,12,12.00,14,14.00,3121100,2529028
1969,Delaware,17,11,64.71,1,5.88,1,5.88,548078,412447
1969,District of Columbia,3,2,66.67,0,0.00,0,0.00,798000,798000
1969,Florida,221,139,62.90,6,2.71,17,7.69,6499524,5424103
1969,Georgia,276,66,23.91,1,0.36,16,5.80,4728515,2346682
1969,Guam,1,0,0.00,0,0.00,0,0.00,83000,0
1969,Hawaii,14,7,50.00,0,0.00,2,14.29,800387,746706
1969,Idaho,79,64,81.01,2,2.53,2,2.53,722518,625653
1969,Illinois,452,300,66.37,10,2.21,18,3.98,11131362,9559785
1969,Indiana,319,170,53.29,1,0.31,5,1.57,5128416,3786931
1969,Iowa,205,143,69.76,3,1.46,4,1.95,2794921,2287361
1969,Kansas,204,172,84.31,6,2.94,7,3.43,2334377,2122865
1969,Kentucky,207,63,30.43,0,0.00,0,0.00,3232000,1703801
1969,Louisiana,153,99,64.71,25,16.34,34,22.22,3992206,3185573
1969,Maine,87,61,70.11,5,5.75,5,5.75,1004071,836395
1969,Maryland,89,61,68.54,6,6.74,8,8.99,3866301,3107732
1969,Massachusetts,267,190,71.16,0,0.00,4,1.50,5487846,4836034
1969,Michigan,300,239,79.67,8,2.67,8,2.67,8814601,7863589
1969,Minnesota,226,205,90.71,8,3.54,8,3.54,3738256,3564660
1969,Mississippi,145,40,27.59,0,0.00,1,0.69,2365111,940217
1969,Missouri,266,160,60.15,13,4.89,20,7.52,4750029,3848497
1969,Montana,89,63,70.79,1,1.12,3,3.37,700635,566253
1969,Nebraska,138,79,57.25,1,0.72,1,0.72,1452686,1138201
1969,Nevada,28,18,64.29,2,7.14,2,7.14,461472,418311
1969,New Hampshire,60,37,61.67,0,0.00,0,0.00,717000,464442
1969,New Jersey,470,459,97.66,4,0.85,4,0.85,7213978,7155218
1969,New Mexico,71,54,76.06,3,4.23,3,4.23,1045436,961206
1969,New York,437,383,87.64,46,10.53,49,11.21,19304368,18390132
1969,North Carolina,212,108,50.94,2,0.94,4,1.89,5217063,3102927
1969,North Dakota,68,47,69.12,0,0.00,0,0.00,615000,499355
1969,Ohio,413,299,72.40,8,1.94,9,2.18,10771527,9081114
1969,Oklahoma,169,90,53.25,6,3.55,12,7.10,2630235,1879665
1969,Oregon,114,90,78.95,3,2.63,3,2.63,2036124,1923554
1969,Pennsylvania,661,407,61.57,4,0.61,22,3.33,11976964,7479689
1969,Puerto Rico,1,0,0.00,0,0.00,0,0.00,2712000,0
1969,Rhode Island,39,27,69.23,0,0.00,2,5.13,934026,771412
1969,South Carolina,118,52,44.07,5,4.24,9,7.63,2751758,1551280
1969,South Dakota,95,56,58.95,4,4.21,6,6.32,669190,465346
1969,Tennessee,175,46,26.29,0,0.00,5,2.86,4011724,2253537
1969,Texas,576,305,52.95,23,3.99,60,10.42,11482669,9112811
1969,Utah,69,49,71.01,6,8.70,7,10.14,1086946,962445
1969,Vermont,42,27,64.29,9,21.43,9,21.43,439000,292505
1969,Virginia,173,105,60.69,7,4.05,14,8.09,4764180,3726524
1969,Washington,126,106,84.13,6,4.76,6,4.76,3425507,2943957
1969,West Virginia,114,22,19.30,0,0.00,3,2.63,1827916,382204
1969,Wisconsin,211,169,80.09,3,1.42,5,2.37,4254501,3797184
1969,Wyoming,43,34,79.07,2,4.65,2,4.65,330071,293435
1968,Alabama,173,62,35.84,3,1.73,21,12.14,3670070,2059848
1968,Alaska,8,7,87.50,0,0.00,0,0.00,277000,269687
1968,Arizona,49,39,79.59,4,8.16,4,8.16,1684883,1568472
1968,Arkansas,142,46,32.39,0,0.00,5,3.52,2050883,1018866
1968,California,535,495,92.52,63,11.78,65,12.15,20157325,19865883
1968,Canal Zone,1,0,0.00,0,0.00,0,0.00,55600,0
1968,Colorado,117,88,75.21,6,5.13,8,6.84,2107541,2002435
1968,Connecticut,100,86,86.00,12,12.00,14,14.00,3077500,2574072
1968,Delaware,17,11,64.71,0,0.00,1,5.88,541987,141972
1968,District of Columbia,3,2,66.67,0,0.00,0,0.00,809000,809000
1968,Florida,220,150,68.18,8,3.64,18,8.18,6301242,5495237
1968,Georgia,276,78,28.26,3,1.09,16,5.80,4673214,2471512
1968,Guam,1,0,0.00,0,0.00,0,0.00,94000,0
1968,Hawaii,14,7,50.00,0,0.00,2,14.29,784085,725311
1968,Idaho,77,62,80.52,2,2.60,2,2.60,709518,616128
1968,Illinois,450,310,68.89,9,2.00,17,3.78,11051444,9579662
1968,Indiana,319,148,46.39,2,0.63,5,1.57,5077215,3925812
1968,Iowa,205,149,72.68,3,1.46,4,1.95,2761565,2314928
1968,Kansas,203,167,82.27,8,3.94,8,3.94,2324380,2118881
1968,Kentucky,207,86,41.55,0,0.00,0,0.00,3229000,1929407
1968,Louisiana,153,93,60.78,21,13.73,34,22.22,3972456,3129802
1968,Maine,87,59,67.82,4,4.60,5,5.75,1004136,772945
1968,Maryland,89,54,60.67,6,6.74,8,8.99,3855704,3322511
1968,Massachusetts,266,190,71.43,0,0.00,4,1.50,5457576,4683681
1968,Michigan,295,253,85.76,8,2.71,8,2.71,8786602,8277987
1968,Minnesota,223,204,91.48,6,2.69,6,2.69,3677859,3530202
1968,Mississippi,145,43,29.66,0,0.00,1,0.69,2346974,914130
1968,Missouri,265,156,58.87,14,5.28,20,7.55,4719547,3753295
1968,Montana,89,69,77.53,2,2.25,2,2.25,696753,588612
1968,Nebraska,138,96,69.57,1,0.72,1,0.72,1440686,1195728
1968,Nevada,27,17,62.96,2,7.41,2,7.41,457472,409801
1968,New Hampshire,59,36,61.02,0,0.00,0,0.00,702000,434318
1968,New Jersey,465,420,90.32,1,0.22,4,0.86,7132328,6574586
1968,New Mexico,71,52,73.24,2,2.82,3,4.23,1065278,866786
1968,New York,434,381,87.79,46,10.60,49,11.29,19064417,18090665
1968,North Carolina,212,110,51.89,2,0.94,3,1.42,5143384,3417634
1968,North Dakota,68,50,73.53,0,0.00,0,0.00,625000,514176
1968,Ohio,409,300,73.35,7,1.71,8,1.96,10610770,9056597
1968,Oklahoma,145,93,64.14,7,4.83,12,8.28,2288729,1826676
1968,Oregon,100,86,86.00,1,1.00,2,2.00,1820819,1749463
1968,Pennsylvania,660,430,65.15,4,0.61,22,3.33,11887025,7589768
1968,Puerto Rico,1,0,0.00,0,0.00,0,0.00,2697000,0
1968,Rhode Island,39,30,76.92,0,0.00,2,5.13,935799,810956
1968,South Carolina,118,52,44.07,5,4.24,9,7.63,2750825,1588289
1968,South Dakota,95,60,63.16,4,4.21,5,5.26,663122,477915
1968,Tennessee,175,52,29.71,1,0.57,6,3.43,4022984,2355425
1968,Texas,574,306,53.31,25,4.36,58,10.10,11247773,8898816
1968,Utah,69,48,69.57,4,5.80,7,10.14,1073827,905811
1968,Vermont,41,30,73.17,9,21.95,9,21.95,422000,296183
1968,Virginia,173,110,63.58,7,4.05,14,8.09,4688929,3632752
1968,Washington,125,111,88.80,6,4.80,6,4.80,3298781,3206768
1968,West Virginia,114,32,28.07,0,0.00,3,2.63,1814342,498088
1968,Wisconsin,210,178,84.76,3,1.43,5,2.38,4234273,3898887
1968,Wyoming,43,37,86.05,2,4.65,2,4.65,324719,300945
1967,Alabama,171,64,37.43,1,0.58,20,11.70,3623460,2113877
1967,Alaska,8,7,87.50,0,0.00,0,0.00,272000,263218
1967,Arizona,49,38,77.55,3,6.12,4,8.16,1648432,1459828
1967,Arkansas,142,49,34.51,2,1.41,5,3.52,2001184,1021580
1967,California,434,412,94.93,39,8.99,40,9.22,19776944,19543305
1967,Canal Zone,1,0,0.00,0,0.00,0,0.00,43600,0
1967,Colorado,117,82,70.09,6,5.13,9,7.69,2037441,1855169
1967,Connecticut,100,85,85.00,12,12.00,14,14.00,3040500,2524026
1967,Delaware,17,12,70.59,0,0.00,1,5.88,532973,142706
1967,District of Columbia,3,2,66.67,0,0.00,0,0.00,809000,809000
1967,Florida,219,145,66.21,7,3.20,17,7.76,6112587,5091570
1967,Georgia,276,81,29.35,4,1.45,16,5.80,4594214,2411909
1967,Guam,1,0,0.00,0,0.00,0,0.00,65600,0
1967,Hawaii,14,7,50.00,0,0.00,2,14.29,744571,688952
1967,Idaho,77,56,72.73,2,2.60,2,2.60,703182,558556
1967,Illinois,447,327,73.15,9,2.01,15,3.36,10953157,9604868
1967,Indiana,319,167,52.35,1,0.31,5,1.57,5009146,3819266
1967,Iowa,205,154,75.12,3,1.46,4,1.95,2766257,2342460
1967,Kansas,203,171,84.24,4,1.97,6,2.96,2291707,2092402
1967,Kentucky,207,89,43.00,0,0.00,0,0.00,3189000,1888722
1967,Louisiana,153,86,56.21,19,12.42,34,22.22,3914752,2781902
1967,Maine,87,60,68.97,4,4.60,5,5.75,991397,783501
1967,Maryland,89,56,62.92,7,7.87,9,10.11,3780814,3297353
1967,Massachusetts,265,192,72.45,0,0.00,4,1.51,5440839,4711863
1967,Michigan,293,248,84.64,7,2.39,7,2.39,8628666,8275141
1967,Minnesota,222,203,91.44,7,3.15,7,3.15,3616375,3412420
1967,Mississippi,145,42,28.97,0,0.00,1,0.69,2352244,844788
1967,Missouri,263,169,64.26,13,4.94,19,7.22,4684707,3858780
1967,Montana,89,67,75.28,2,2.25,2,2.25,704390,600944
1967,Nebraska,138,88,63.77,0,0.00,1,0.72,1438433,1172470
1967,Nevada,27,19,70.37,2,7.41,2,7.41,448472,404411
1967,New Hampshire,59,41,69.49,0,0.00,0,0.00,686000,452225
1967,New Jersey,454,356,78.41,1,0.22,5,1.10,7073221,6032444
1967,New Mexico,70,49,70.00,1,1.43,2,2.86,1050847,847204
1967,New York,434,385,88.71,46,10.60,48,11.06,19261058,18314531
1967,North Carolina,212,117,55.19,1,0.47,2,0.94,5033679,3278597
1967,North Dakota,68,52,76.47,0,0.00,0,0.00,639000,533414
1967,Ohio,397,307,77.33,5,1.26,5,1.26,10479140,9053490
1967,Oklahoma,169,115,68.05,10,5.92,12,7.10,2549867,2008699
1967,Oregon,108,81,75.00,1,0.93,2,1.85,2002340,1679808
1967,Pennsylvania,654,421,64.37,4,0.61,19,2.91,11786016,7365044
1967,Puerto Rico,1,0,0.00,0,0.00,0,0.00,2697000,0
1967,Rhode Island,39,30,76.92,0,0.00,2,5.13,922614,818775
1967,South Carolina,118,50,42.37,5,4.24,9,7.63,2654493,1440125
1967,South Dakota,95,64,67.37,4,4.21,5,5.26,680336,512924
1967,Tennessee,175,54,30.86,1,0.57,6,3.43,3938713,2114695
1967,Texas,570,340,59.65,32,5.61,57,10.00,11132175,9065257
1967,Utah,69,45,65.22,3,4.35,6,8.70,1053866,850710
1967,Vermont,41,24,58.54,9,21.95,9,21.95,417000,281002
1967,Virginia,170,107,62.94,11,6.47,15,8.82,4628786,3531534
1967,Washington,122,105,86.07,6,4.92,6,4.92,3108913,2689492
1967,West Virginia,114,34,29.82,0,0.00,2,1.75,1802434,483409
1967,Wisconsin,209,176,84.21,5,2.39,6,2.87,4212202,3882340
1967,Wyoming,43,33,76.74,0,0.00,0,0.00,315000,269727
1966,Alabama,173,62,35.84,2,1.16,22,12.72,3608224,2133998
1966,Alaska,8,7,87.50,0,0.00,0,0.00,263131,254349
1966,Arizona,48,39,81.25,4,8.33,4,8.33,1682457,1528000
1966,Arkansas,142,42,29.58,2,1.41,6,4.23,2001198,894141
1966,California,427,405,94.85,35,8.20,36,8.43,19761236,19433954
1966,Canal Zone,1,0,0.00,0,0.00,0,0.00,43600,0
1966,Colorado,114,87,76.32,5,4.39,6,5.26,2042031,1885441
1966,Connecticut,99,83,83.84,12,12.12,13,13.13,2968700,2411976
1966,Delaware,17,11,64.71,0,0.00,1,5.88,520955,132237
1966,District of Columbia,3,2,66.67,0,0.00,0,0.00,808000,808000
1966,Florida,216,130,60.19,5,2.31,16,7.41,6263826,5083743
1966,Georgia,283,77,27.21,4,1.41,16,5.65,4536216,2706108
1966,Guam,1,0,0.00,0,0.00,0,0.00,65600,0
1966,Hawaii,14,7,50.00,0,0.00,2,14.29,719083,664242
1966,Idaho,76,63,82.89,2,2.63,2,2.63,716272,627240
1966,Illinois,437,306,70.02,4,0.92,14,3.20,10779327,9152324
1966,Indiana,319,168,52.66,1,0.31,5,1.57,4927252,3703664
1966,Iowa,205,157,76.59,4,1.95,4,1.95,2781707,2353093
1966,Kansas,200,176,88.00,6,3.00,6,3.00,2255467,2132078
1966,Kentucky,210,90,42.86,0,0.00,0,0.00,3147195,1862929
1966,Louisiana,153,92,60.13,21,13.73,35,22.88,3837238,2809897
1966,Maine,87,58,66.67,5,5.75,6,6.90,1024903,738828
1966,Maryland,94,47,50.00,0,0.00,9,9.57,3733495,3130968
1966,Massachusetts,265,197,74.34,0,0.00,4,1.51,5403194,4854994
1966,Michigan,289,237,82.01,8,2.77,8,2.77,8396892,7868691
1966,Minnesota,220,187,85.00,5,2.27,6,2.73,3603742,3296346
1966,Mississippi,145,41,28.28,0,0.00,1,0.69,2355058,863987
1966,Missouri,264,165,62.50,9,3.41,19,7.20,4618439,3731920
1966,Montana,89,64,71.91,1,1.12,2,2.25,731644,558618
1966,Nebraska,138,94,68.12,0,0.00,1,0.72,1502015,1224131
1966,Nevada,27,20,74.07,0,0.00,0,0.00,465070,418282
1966,New Hampshire,58,37,63.79,0,0.00,0,0.00,681090,440625
1966,New Jersey,370,282,76.22,0,0.00,5,1.35,6953988,5603594
1966,New Mexico,69,42,60.87,1,1.45,3,4.35,1114546,793996
1966,New York,427,375,87.82,35,8.20,45,10.54,18865808,17526383
1966,North Carolina,212,117,55.19,1,0.47,3,1.42,4902756,3074165
1966,North Dakota,68,52,76.47,0,0.00,0,0.00,649731,528036
1966,Ohio,390,299,76.67,4,1.03,5,1.28,10662192,9266359
1966,Oklahoma,169,108,63.91,9,5.33,11,6.51,2576970,1965124
1966,Oregon,99,82,82.83,1,1.01,2,2.02,1957054,1802118
1966,Pennsylvania,654,425,64.98,4,0.61,15,2.29,11678404,7474391
1966,Puerto Rico,1,1,100.00,0,0.00,0,0.00,2657000,2657000
1966,Rhode Island,38,27,71.05,0,0.00,1,2.63,917286,764059
1966,South Carolina,119,47,39.50,3,2.52,9,7.56,2597342,1206031
1966,South Dakota,94,61,64.89,3,3.19,4,4.26,716601,534435
1966,Tennessee,175,54,30.86,1,0.57,7,4.00,3931929,2339118
1966,Texas,569,348,61.16,33,5.80,57,10.02,11014878,8994455
1966,Utah,69,39,56.52,2,2.90,5,7.25,1032860,778911
1966,Vermont,40,27,67.50,9,22.50,9,22.50,404543,286283
1966,Virginia,175,105,60.00,6,3.43,16,9.14,4615556,3700839
1966,Washington,120,102,85.00,4,3.33,4,3.33,3133723,3030063
1966,West Virginia,113,33,29.20,0,0.00,2,1.77,1798200,501303
1966,Wisconsin,209,174,83.25,5,2.39,5,2.39,4190179,3705716
1966,Wyoming,43,32,74.42,1,2.33,1,2.33,338510,292513
1965,Alabama,173,67,38.73,3,1.73,22,12.72,3582883,2074298
1965,Alaska,8,5,62.50,0,0.00,0,0.00,253000,80604
1965,Arizona,47,42,89.36,4,8.51,4,8.51,1643624,1557727
1965,Arkansas,141,58,41.13,2,1.42,6,4.26,1940620,1005452
1965,California,427,406,95.08,34,7.96,35,8.20,19305039,19100653
1965,Canal Zone,1,0,0.00,0,0.00,0,0.00,42964,0
1965,Colorado,114,85,74.56,5,4.39,6,5.26,2031589,1893313
1965,Connecticut,99,86,86.87,12,12.12,13,13.13,2916000,2444913
1965,Delaware,17,11,64.71,0,0.00,1,5.88,513885,132222
1965,District of Columbia,3,2,66.67,0,0.00,0,0.00,803000,803000
1965,Florida,213,136,63.85,6,2.82,16,7.51,5931510,4915734
1965,Georgia,283,81,28.62,4,1.41,16,5.65,4405667,2585527
1965,Guam,1,0,0.00,0,0.00,0,0.00,63693,0
1965,Hawaii,14,7,50.00,0,0.00,2,14.29,707238,654138
1965,Idaho,76,63,82.89,1,1.32,2,2.63,696173,591478
1965,Illinois,432,322,74.54,7,1.62,13,3.01,10638859,9317452
1965,Indiana,319,160,50.16,1,0.31,5,1.57,4851257,3970933
1965,Iowa,204,165,80.88,3,1.47,4,1.96,2787395,2374881
1965,Kansas,199,168,84.42,5,2.51,6,3.02,2241683,2062035
1965,Kentucky,210,95,45.24,0,0.00,0,0.00,3103039,1930424
1965,Louisiana,153,101,66.01,24,15.69,35,22.88,3792822,2941282
1965,Maine,87,62,71.26,6,6.90,6,6.90,1023557,760253
1965,Maryland,94,52,55.32,1,1.06,9,9.57,3608274,2749021
1965,Massachusetts,265,200,75.47,0,0.00,4,1.51,5367405,4848839
1965,Michigan,286,245,85.66,8,2.80,8,2.80,8186269,7554188
1965,Minnesota,217,193,88.94,7,3.23,7,3.23,3672699,3457391
1965,Mississippi,145,45,31.03,1,0.69,1,0.69,2298798,900546
1965,Missouri,264,183,69.32,11,4.17,19,7.20,4578974,3869691
1965,Montana,89,69,77.53,2,2.25,2,2.25,741925,609230
1965,Nebraska,138,106,76.81,1,0.72,1,0.72,1492639,1282811
1965,Nevada,27,21,77.78,0,0.00,0,0.00,393213,345664
1965,New Hampshire,56,40,71.43,0,0.00,0,0.00,644015,414092
1965,New Jersey,365,295,80.82,1,0.27,5,1.37,6798848,5674477
1965,New Mexico,69,44,63.77,2,2.90,3,4.35,1101542,812005
1965,New York,427,386,90.40,35,8.20,45,10.54,18661279,17542770
1965,North Carolina,212,120,56.60,1,0.47,3,1.42,4791348,3063947
1965,North Dakota,68,59,86.76,0,0.00,0,0.00,641361,582540
1965,Ohio,390,319,81.79,3,0.77,4,1.03,10518496,9589948
1965,Oklahoma,169,119,70.41,8,4.73,11,6.51,2519225,2075598
1965,Oregon,96,80,83.33,1,1.04,1,1.04,1907050,1741679
1965,Pennsylvania,651,440,67.59,4,0.61,14,2.15,11592183,7506403
