year,state_name,total_agencies,participating_agencies,participation_pct,nibrs_participating_agencies,nibrs_participation_pct,covered_agencies,covered_pct,total_population,nibrs_participating_population
1980,Louisiana,181,104,57.46,3,1.66,5,2.76,4214030,3173651
1980,Maine,135,134,99.26,5,3.70,5,3.70,1131572,1131572
1980,Maryland,175,170,97.14,11,6.29,11,6.29,4266122,4263856
1980,Massachusetts,413,282,68.28,2,0.48,2,0.48,5733250,4993002
1980,Michigan,742,658,88.68,71,9.57,72,9.70,9380358,9133031
1980,Minnesota,285,276,96.84,6,2.11,6,2.11,4072762,4024740
1980,Mississippi,194,59,30.41,0,0.00,0,0.00,2511491,1122009
1980,Missouri,303,189,62.38,7,2.31,18,5.94,4979528,4007945
1980,Montana,101,75,74.26,7,6.93,8,7.92,794764,688247
1980,Nebraska,226,171,75.66,15,6.64,20,8.85,1592114,1476667
1980,Nevada,34,30,88.24,1,2.94,1,2.94,800312,778318
1980,New Hampshire,228,176,77.19,64,28.07,95,41.67,1041881,924433
1980,New Jersey,600,508,84.67,3,0.50,3,0.50,7343265,7314741
1980,New Mexico,109,52,47.71,4,3.67,5,4.59,1297693,926156
1980,New York,975,809,82.97,90,9.23,95,9.74,18694648,18419323
1980,North Carolina,658,404,61.40,2,0.30,2,0.30,5848092,5733746
1980,North Dakota,82,81,98.78,4,4.88,4,4.88,657335,657335
1980,Ohio,556,419,75.36,36,6.47,50,8.99,11009711,9486527
1980,Oklahoma,322,235,72.98,18,5.59,21,6.52,3023007,2704997
1980,Oregon,266,178,66.92,5,1.88,7,2.63,2616164,2366066
1980,Pennsylvania,1308,1165,89.07,102,7.80,106,8.10,12040750,11630750
1980,Puerto Rico,1,0,0.00,0,0.00,0,0.00,3045000,0
1980,Rhode Island,52,41,78.85,1,1.92,1,1.92,950345,938147
1980,South Carolina,309,225,72.82,48,15.53,48,15.53,3122787,3092117
1980,South Dakota,98,55,56.12,3,3.06,8,8.16,697288,505735
1980,Tennessee,289,230,79.58,3,1.04,3,1.04,4557215,4174232
1980,Texas,764,740,96.86,27,3.53,27,3.53,14302893,12643359
1980,Utah,117,111,94.87,11,9.40,11,9.40,1486332,1452312
1980,Vermont,47,13,27.66,9,19.15,11,23.40,515056,207960
1980,Virginia,393,382,97.20,12,3.05,12,3.05,5336555,5317617
1980,Washington,192,153,79.69,6,3.13,6,3.13,4126721,3963499
1980,West Virginia,367,268,73.02,0,0.00,1,0.27,1931353,1637481
1980,Wisconsin,279,275,98.57,10,3.58,10,3.58,4707957,4670436
1980,Wyoming,63,58,92.06,0,0.00,0,0.00,468954,451837
1979,Alabama,378,314,83.07,2,0.53,2,0.53,3770191,3596322
1979,Alaska,24,20,83.33,1,4.17,1,4.17,445294,434201
1979,Arizona,92,90,97.83,1,1.09,1,1.09,2458127,2441155
1979,Arkansas,206,171,83.01,0,0.00,0,0.00,2180000,2025906
1979,California,601,575,95.67,21,3.49,21,3.49,22802669,22372768
1979,Canal Zone,1,0,0.00,0,0.00,0,0.00,44650,0
1979,Colorado,238,174,73.11,3,1.26,4,1.68,2788170,2650963
1979,Connecticut,112,86,76.79,0,0.00,8,7.14,3196285,2424351
1979,Delaware,58,56,96.55,2,3.45,2,3.45,582000,581643
1979,District of Columbia,3,3,100.00,0,0.00,0,0.00,656000,656000
1979,Florida,716,709,99.02,26,3.63,26,3.63,8924302,8924302
1979,Georgia,512,258,50.39,3,0.59,3,0.59,5145108,4343163
1979,Guam,1,0,0.00,0,0.00,0,0.00,86926,0
1979,Hawaii,14,14,100.00,9,64.29,9,64.29,946842,946842
1979,Idaho,111,108,97.30,9,8.11,9,8.11,924370,920378
1979,Illinois,755,536,70.99,30,3.97,32,4.24,11264721,10644979
1979,Indiana,338,261,77.22,3,0.89,4,1.18,5413499,4324163
1979,Iowa,227,227,100.00,4,1.76,4,1.76,2911703,2911703
1979,Kansas,248,203,81.85,1,0.40,1,0.40,2370328,2238477
1979,Kentucky,476,473,99.37,11,2.31,11,2.31,3537205,3537205
1979,Louisiana,181,163,90.06,4,2.21,5,2.76,4039736,4009066
1979,Maine,135,133,98.52,5,3.70,5,3.70,1104664,1102607
1979,Maryland,173,164,94.80,8,4.62,8,4.62,4232039,4227450
1979,Massachusetts,412,293,71.12,3,0.73,3,0.73,5780498,5142515
1979,Michigan,734,569,77.52,55,7.49,64,8.72,9350656,8333989
1979,Minnesota,284,274,96.48,7,2.46,7,2.46,4073921,4026679
1979,Mississippi,181,90,49.72,1,0.55,1,0.55,2411075,1341569
1979,Missouri,297,175,58.92,5,1.68,18,6.06,4942969,3927743
1979,Montana,101,86,85.15,8,7.92,8,7.92,798181,754533
1979,Nebraska,226,168,74.34,15,6.64,20,8.85,1603256,1475964
1979,Nevada,34,29,85.29,1,2.94,1,2.94,702000,691101
1979,New Hampshire,227,210,92.51,98,43.17,98,43.17,1005431,979416
1979,New Jersey,598,509,85.12,3,0.50,3,0.50,7337782,7316410
1979,New Mexico,109,63,57.80,6,5.50,6,5.50,1244079,942083
1979,New York,970,799,82.37,90,9.28,92,9.48,18896268,18687458
1979,North Carolina,654,378,57.80,2,0.31,2,0.31,5610154,5423053
1979,North Dakota,82,80,97.56,4,4.88,4,4.88,662498,660394
1979,Ohio,543,365,67.22,3,0.55,5,0.92,10746923,9165509
1979,Oklahoma,316,249,78.80,15,4.75,18,5.70,2911745,2648016
1979,Oregon,229,205,89.52,7,3.06,7,3.06,2533278,2502505
1979,Pennsylvania,1296,1095,84.49,79,6.10,85,6.56,11899574,11339199
1979,Puerto Rico,1,0,0.00,0,0.00,0,0.00,3045000,0
1979,Rhode Island,52,39,75.00,1,1.92,1,1.92,933358,903113
1979,South Carolina,309,214,69.26,43,13.92,43,13.92,2981730,2932216
1979,South Dakota,98,71,72.45,5,5.10,8,8.16,697666,573438
1979,Tennessee,288,247,85.76,3,1.04,3,1.04,4391871,4101399
1979,Texas,754,722,95.76,28,3.71,28,3.71,13473007,13330789
1979,Utah,111,83,74.77,3,2.70,5,4.50,1378312,1208653
1979,Vermont,47,15,31.91,9,19.15,10,21.28,495909,214318
1979,Virginia,387,376,97.16,12,3.10,12,3.10,5211399,5188382
1979,Washington,158,131,82.91,6,3.80,7,4.43,3944213,3736850
1979,West Virginia,365,223,61.10,0,0.00,1,0.27,1878427,1339459
1979,Wisconsin,276,271,98.19,9,3.26,9,3.26,4744155,4716634
1979,Wyoming,61,54,88.52,0,0.00,0,0.00,450000,422603
1978,Alabama,373,316,84.72,2,0.54,2,0.54,3743158,3575019
1978,Alaska,24,19,79.17,1,4.17,1,4.17,442004,432932
1978,Arizona,89,86,96.63,1,1.12,1,1.12,2361705,2348486
1978,Arkansas,194,145,74.74,0,0.00,0,0.00,2186000,1898289
1978,California,589,571,96.94,21,3.57,21,3.57,22380357,22000268
1978,Canal Zone,1,0,0.00,0,0.00,0,0.00,44650,0
1978,Colorado,227,167,73.57,4,1.76,5,2.20,2688170,2591381
1978,Connecticut,109,86,78.90,0,0.00,8,7.34,3174430,2475944
1978,Delaware,57,47,82.46,1,1.75,1,1.75,583354,583171
1978,District of Columbia,3,3,100.00,0,0.00,0,0.00,674000,674000
1978,Florida,713,704,98.74,26,3.65,27,3.79,8658320,8656825
1978,Georgia,500,242,48.40,2,0.40,3,0.60,5111299,4377187
1978,Guam,1,0,0.00,0,0.00,0,0.00,86926,0
1978,Hawaii,14,14,100.00,9,64.29,9,64.29,928842,928842
1978,Idaho,110,108,98.18,10,9.09,10,9.09,898164,897194
1978,Illinois,742,232,31.27,18,2.43,35,4.72,11281489,8038331
1978,Indiana,336,249,74.11,2,0.60,4,1.19,5386789,4010111
1978,Iowa,224,207,92.41,3,1.34,3,1.34,2902611,2779501
1978,Kansas,239,178,74.48,1,0.42,1,0.42,2349415,2122203
1978,Kentucky,473,460,97.25,4,0.85,5,1.06,3506432,3496536
1978,Louisiana,177,162,91.53,3,1.69,4,2.26,3978191,3963697
1978,Maine,134,131,97.76,5,3.73,5,3.73,1099307,1093690
1978,Maryland,169,163,96.45,8,4.73,8,4.73,4225718,4224350
1978,Massachusetts,410,316,77.07,3,0.73,3,0.73,5785320,5311759
1978,Michigan,644,496,77.02,76,11.80,77,11.96,9350292,8842143
1978,Minnesota,283,228,80.57,6,2.12,6,2.12,4020237,3715566
1978,Mississippi,181,99,54.70,1,0.55,1,0.55,2407272,1530191
1978,Missouri,295,183,62.03,6,2.03,18,6.10,4938947,4064605
1978,Montana,93,62,66.67,7,7.53,9,9.68,799191,649383
1978,Nebraska,226,158,69.91,10,4.42,11,4.87,1582935,1384631
1978,Nevada,34,29,85.29,1,2.94,1,2.94,660000,654945
1978,New Hampshire,227,202,88.99,95,41.85,103,45.37,995341,958803
1978,New Jersey,597,504,84.42,4,0.67,5,0.84,7349900,7299186
1978,New Mexico,108,58,53.70,2,1.85,2,1.85,1212856,934422
1978,New York,968,775,80.06,85,8.78,86,8.88,18961984,18809970
1978,North Carolina,645,376,58.29,1,0.16,1,0.16,5581116,5429873
1978,North Dakota,80,77,96.25,2,2.50,2,2.50,655128,652957
1978,Ohio,517,322,62.28,3,0.58,5,0.97,10765260,8510502
1978,Oklahoma,307,219,71.34,10,3.26,18,5.86,2901509,2609743
1978,Oregon,227,196,86.34,7,3.08,7,3.08,2449948,2376529
1978,Pennsylvania,1258,1097,87.20,70,5.56,76,6.04,11910710,11531523
1978,Puerto Rico,1,0,0.00,0,0.00,0,0.00,3045000,0
1978,Rhode Island,52,39,75.00,1,1.92,1,1.92,938700,909702
1978,South Carolina,309,211,68.28,42,13.59,42,13.59,2969059,2918356
1978,South Dakota,98,60,61.22,5,5.10,8,8.16,698461,530135
1978,Tennessee,281,228,81.14,4,1.42,4,1.42,4370721,4025571
1978,Texas,741,673,90.82,27,3.64,29,3.91,13100722,12770079
1978,Utah,103,80,77.67,4,3.88,4,3.88,1320295,1201789
1978,Vermont,47,21,44.68,9,19.15,10,21.28,490020,271457
1978,Virginia,386,370,95.85,13,3.37,13,3.37,5166623,5159372
1978,Washington,154,120,77.92,6,3.90,7,4.55,3791713,3550637
1978,West Virginia,288,210,72.92,0,0.00,0,0.00,1860000,1577129
1978,Wisconsin,268,267,99.63,10,3.73,10,3.73,4703707,4703707
1978,Wyoming,58,39,67.24,0,0.00,1,1.72,427724,335446
1977,Alabama,371,315,84.91,2,0.54,2,0.54,3691158,3493339
1977,Alaska,19,16,84.21,1,5.26,1,5.26,446004,441233
1977,Arizona,84,77,91.67,1,1.19,1,1.19,2303705,2280368
1977,Arkansas,182,111,60.99,1,0.55,1,0.55,2144777,1618906
1977,California,569,518,91.04,22,3.87,23,4.04,22011627,20936338
1977,Canal Zone,1,0,0.00,0,0.00,0,0.00,44650,0
1977,Colorado,200,109,54.50,4,2.00,4,2.00,2636753,2074290
1977,Connecticut,109,56,51.38,6,5.50,8,7.34,3183430,1976873
1977,Delaware,50,42,84.00,0,0.00,1,2.00,582510,503102
1977,District of Columbia,3,3,100.00,0,0.00,0,0.00,690000,690000
1977,Florida,710,409,57.61,23,3.24,23,3.24,8502707,8371109
1977,Georgia,394,159,40.36,2,0.51,5,1.27,5083587,3968354
1977,Guam,1,0,0.00,0,0.00,0,0.00,86926,0
1977,Hawaii,14,14,100.00,9,64.29,9,64.29,926842,926842
1977,Idaho,109,107,98.17,11,10.09,11,10.09,877500,869471
1977,Illinois,732,476,65.03,29,3.96,36,4.92,11286565,10244903
1977,Indiana,336,255,75.89,2,0.60,4,1.19,5342789,4219549
1977,Iowa,223,198,88.79,3,1.35,3,1.35,2885611,2619493
1977,Kansas,233,166,71.24,1,0.43,1,0.43,2327396,2060581
1977,Kentucky,461,424,91.97,3,0.65,4,0.87,3466432,3366136
1977,Louisiana,173,141,81.50,3,1.73,4,2.31,3933348,3710398
1977,Maine,131,126,96.18,4,3.05,4,3.05,1092006,1083245
1977,Maryland,166,156,93.98,5,3.01,6,3.61,4195930,4181064
1977,Massachusetts,388,290,74.74,0,0.00,1,0.26,5789000,5416648
1977,Michigan,586,374,63.82,68,11.60,71,12.12,9266082,8511328
1977,Minnesota,277,236,85.20,6,2.17,6,2.17,3987237,3752470
1977,Mississippi,181,94,51.93,1,0.55,1,0.55,2392272,1456408
1977,Missouri,294,169,57.48,5,1.70,17,5.78,4879079,3858727
1977,Montana,91,64,70.33,6,6.59,7,7.69,778349,580850
1977,Nebraska,225,153,68.00,7,3.11,11,4.89,1578935,1397127
1977,Nevada,34,29,85.29,1,2.94,1,2.94,633000,626519
1977,New Hampshire,216,86,39.81,0,0.00,0,0.00,849000,641130
1977,New Jersey,595,503,84.54,5,0.84,6,1.01,7350430,7291993
1977,New Mexico,105,44,41.90,1,0.95,2,1.90,1190856,923808
1977,New York,937,466,49.73,44,4.70,55,5.87,19121002,15936958
1977,North Carolina,625,351,56.16,1,0.16,1,0.16,5529116,5256823
1977,North Dakota,79,72,91.14,2,2.53,2,2.53,656128,640052
1977,Ohio,506,366,72.33,2,0.40,5,0.99,10717260,9473953
1977,Oklahoma,298,263,88.26,16,5.37,17,5.70,2836451,2703261
1977,Oregon,220,172,78.18,9,4.09,9,4.09,2385274,2324161
1977,Pennsylvania,1243,1012,81.42,61,4.91,70,5.63,11964148,11205555
1977,Puerto Rico,1,0,0.00,0,0.00,0,0.00,3045000,0
1977,Rhode Island,52,42,80.77,2,3.85,2,3.85,941567,928246
1977,South Carolina,309,209,67.64,45,14.56,45,14.56,2930342,2863168
1977,South Dakota,98,76,77.55,6,6.12,7,7.14,696672,623748
1977,Tennessee,245,126,51.43,2,0.82,3,1.22,4310985,3202507
1977,Texas,721,650,90.15,35,4.85,38,5.27,12950922,12447398
1977,Utah,74,44,59.46,7,9.46,10,13.51,1323309,1056018
1977,Vermont,47,9,19.15,0,0.00,9,19.15,483000,82383
1977,Virginia,381,368,96.59,9,2.36,9,2.36,5150259,5142941
1977,Washington,150,120,80.00,6,4.00,7,4.67,3675686,3389881
1977,West Virginia,278,224,80.58,1,0.36,1,0.36,1859450,1621913
1977,Wisconsin,263,262,99.62,10,3.80,10,3.80,4675707,4675707
1977,Wyoming,55,23,41.82,0,0.00,1,1.82,410986,264873
1976,Alabama,367,248,67.57,0,0.00,0,0.00,3665000,2812661
1976,Alaska,19,16,84.21,0,0.00,0,0.00,382000,336284
1976,Arizona,75,64,85.33,2,2.67,2,2.67,2283597,2230380
1976,Arkansas,177,93,52.54,0,0.00,1,0.56,2112736,1455866
1976,California,557,525,94.25,25,4.49,25,4.49,21717727,21483667
1976,Canal Zone,1,0,0.00,0,0.00,0,0.00,44650,0
1976,Colorado,168,80,47.62,4,2.38,5,2.98,2602973,2108146
1976,Connecticut,103,54,52.43,0,0.00,13,12.62,3232032,2063381
1976,Delaware,50,43,86.00,0,0.00,1,2.00,582510,581099
1976,District of Columbia,3,3,100.00,0,0.00,0,0.00,702000,702000
1976,Florida,705,383,54.33,20,2.84,20,2.84,8453003,8325894
1976,Georgia,310,110,35.48,2,0.65,15,4.84,5054136,3143397
1976,Guam,1,0,0.00,0,0.00,0,0.00,86926,0
1976,Hawaii,14,14,100.00,9,64.29,9,64.29,918842,918842
1976,Idaho,105,103,98.10,11,10.48,11,10.48,851500,847989
1976,Illinois,715,550,76.92,34,4.76,36,5.03,11274849,10845211
1976,Indiana,335,265,79.10,4,1.19,5,1.49,5314810,4443669
1976,Iowa,218,202,92.66,3,1.38,3,1.38,2876611,2756787
1976,Kansas,231,174,75.32,1,0.43,1,0.43,2311214,2044169
1976,Kentucky,456,439,96.27,2,0.44,2,0.44,3434464,3421073
1976,Louisiana,173,126,72.83,3,1.73,4,2.31,3853348,3399422
1976,Maine,120,119,99.17,2,1.67,2,1.67,1072206,1072206
1976,Maryland,152,136,89.47,2,1.32,6,3.95,4200556,3785367
1976,Massachusetts,323,169,52.32,0,0.00,4,1.24,5830444,4533216
1976,Michigan,583,536,91.94,65,11.15,65,11.15,9224312,9107700
1976,Minnesota,277,226,81.59,3,1.08,3,1.08,3971033,3722827
1976,Mississippi,180,96,53.33,1,0.56,1,0.56,2357272,1426241
1976,Missouri,289,172,59.52,9,3.11,21,7.27,4873059,3810923
1976,Montana,91,70,76.92,5,5.49,5,5.49,764617,633842
1976,Nebraska,224,172,76.79,10,4.46,11,4.91,1570935,1459761
1976,Nevada,34,30,88.24,1,2.94,1,2.94,610000,604894
1976,New Hampshire,78,43,55.13,0,0.00,0,0.00,822000,641366
1976,New Jersey,587,499,85.01,1,0.17,2,0.34,7351025,7308783
1976,New Mexico,104,88,84.62,2,1.92,2,1.92,1168856,1093525
1976,New York,802,645,80.42,44,5.49,45,5.61,19252864,19027278
1976,North Carolina,612,323,52.78,0,0.00,0,0.00,5469000,4872509
1976,North Dakota,74,55,74.32,1,1.35,1,1.35,645850,551600
1976,Ohio,484,282,58.26,5,1.03,7,1.45,10717772,8507926
1976,Oklahoma,293,237,80.89,6,2.05,8,2.73,2785453,2510472
1976,Oregon,214,193,90.19,7,3.27,7,3.27,2335197,2302780
1976,Pennsylvania,1228,970,78.99,32,2.61,40,3.26,11967286,11467706
1976,Puerto Rico,1,0,0.00,0,0.00,0,0.00,3045000,0
1976,Rhode Island,51,42,82.35,2,3.92,3,5.88,939208,917937
1976,South Carolina,304,165,54.28,6,1.97,6,1.97,2873871,2755455
1976,South Dakota,97,36,37.11,3,3.09,7,7.22,693672,372659
1976,Tennessee,235,99,42.13,3,1.28,3,1.28,4226212,2865453
1976,Texas,701,502,71.61,21,3.00,31,4.42,12596066,11450765
1976,Utah,74,48,64.86,5,6.76,9,12.16,1280159,1026292
1976,Vermont,47,11,23.40,0,0.00,9,19.15,476000,86926
1976,Virginia,378,344,91.01,9,2.38,9,2.38,5048074,5012770
1976,Washington,148,123,83.11,6,4.05,7,4.73,3629686,3487274
1976,West Virginia,275,210,76.36,0,0.00,0,0.00,1821000,1501429
1976,Wisconsin,257,256,99.61,9,3.50,9,3.50,4631355,4631355
1976,Wyoming,47,33,70.21,1,2.13,2,4.26,401074,320053
1975,Alabama,262,147,56.11,4,1.53,12,4.58,3667918,2566278
1975,Alaska,19,17,89.47,0,0.00,0,0.00,352000,347774
1975,Arizona,74,67,90.54,1,1.35,2,2.70,2237597,2015300
1975,Arkansas,167,86,51.50,0,0.00,1,0.60,2119736,1411969
1975,California,550,533,96.91,31,5.64,31,5.64,21459670,21435909
1975,Canal Zone,1,0,0.00,0,0.00,0,0.00,44650,0
1975,Colorado,135,98,72.59,3,2.22,6,4.44,2558434,2162606
1975,Connecticut,103,59,57.28,0,0.00,14,13.59,3215664,2085102
1975,Delaware,47,41,87.23,1,2.13,3,6.38,580744,579905
1975,District of Columbia,3,2,66.67,0,0.00,0,0.00,716000,716000
1975,Florida,365,334,91.51,13,3.56,14,3.84,8369590,7152485
1975,Georgia,299,75,25.08,1,0.33,16,5.35,5016136,2846924
1975,Guam,1,0,0.00,0,0.00,0,0.00,86926,0
1975,Hawaii,14,14,100.00,9,64.29,9,64.29,896842,896842
1975,Idaho,97,93,95.88,8,8.25,8,8.25,837108,824403
1975,Illinois,701,550,78.46,39,5.56,39,5.56,11196047,10407123
1975,Indiana,333,250,75.08,2,0.60,5,1.50,5323810,4310822
1975,Iowa,213,190,89.20,1,0.47,1,0.47,2872381,2676777
1975,Kansas,224,135,60.27,1,0.45,1,0.45,2268214,1730747
1975,Kentucky,444,439,98.87,2,0.45,2,0.45,3401092,3400298
1975,Louisiana,166,76,45.78,17,10.24,24,14.46,3983885,2899409
1975,Maine,119,109,91.60,0,0.00,0,0.00,1059000,951009
1975,Maryland,136,102,75.00,0,0.00,4,2.94,4131406,3822213
1975,Massachusetts,278,167,60.07,0,0.00,4,1.44,5849444,4599890
1975,Michigan,582,530,91.07,68,11.68,68,11.68,9289926,9180185
1975,Minnesota,274,210,76.64,3,1.09,3,1.09,3932033,3615427
1975,Mississippi,180,79,43.89,0,0.00,1,0.56,2349272,1127381
1975,Missouri,288,161,55.90,8,2.78,21,7.29,4858029,3754445
1975,Montana,91,66,72.53,5,5.49,6,6.59,761305,625569
1975,Nebraska,224,175,78.13,10,4.46,11,4.91,1563935,1469579
1975,Nevada,34,30,88.24,1,2.94,1,2.94,592000,589133
1975,New Hampshire,77,45,58.44,0,0.00,0,0.00,818000,511634
1975,New Jersey,549,491,89.44,1,0.18,2,0.36,7331025,7072868
1975,New Mexico,102,94,92.16,2,1.96,2,1.96,1147856,1133221
1975,New York,714,484,67.79,30,4.20,44,6.16,19287811,15935867
1975,North Carolina,603,300,49.75,0,0.00,0,0.00,5451000,4217950
1975,North Dakota,71,48,67.61,1,1.41,1,1.41,637960,451987
1975,Ohio,440,274,62.27,5,1.14,11,2.50,10857704,8387183
1975,Oklahoma,285,222,77.89,6,2.11,9,3.16,2735427,2551453
1975,Oregon,209,171,81.82,6,2.87,6,2.87,2293167,2155355
1975,Pennsylvania,1123,874,77.83,15,1.34,19,1.69,11883765,9109358
1975,Puerto Rico,1,0,0.00,0,0.00,0,0.00,3045000,0
1975,Rhode Island,51,35,68.63,0,0.00,1,1.96,932931,896265
1975,South Carolina,301,94,31.23,7,2.33,8,2.66,2846250,1693209
1975,South Dakota,97,41,42.27,3,3.09,7,7.22,693537,411171
1975,Tennessee,219,79,36.07,2,0.91,4,1.83,4216269,2622323
1975,Texas,634,403,63.56,37,5.84,62,9.78,12513522,10595748
1975,Utah,74,57,77.03,8,10.81,9,12.16,1258159,1133467
1975,Vermont,47,23,48.94,9,19.15,9,19.15,471000,277216
1975,Virginia,364,318,87.36,2,0.55,2,0.55,4971753,4736909
1975,Washington,140,97,69.29,7,5.00,7,5.00,3561686,3215147
1975,West Virginia,263,222,84.41,0,0.00,0,0.00,1803000,1598273
1975,Wisconsin,248,248,100.00,9,3.63,9,3.63,4629355,4629355
1975,Wyoming,47,31,65.96,1,2.13,3,6.38,388391,302229
1974,Alabama,248,103,41.53,4,1.61,17,6.85,3643905,2255424
1974,Alaska,19,15,78.95,0,0.00,0,0.00,337000,312871
1974,Arizona,69,41,59.42,2,2.90,4,5.80,2167891,1906232
1974,Arkansas,165,47,28.48,0,0.00,1,0.61,2065221,958446
1974,California,548,486,88.69,28,5.11,29,5.29,21158834,20988731
1974,Canal Zone,1,0,0.00,0,0.00,0,0.00,44650,0
1974,Colorado,133,97,72.93,7,5.26,7,5.26,2526738,2107979
1974,Connecticut,103,61,59.22,0,0.00,14,13.59,3209957,2304299
1974,Delaware,47,41,87.23,0,0.00,2,4.26,573889,573000
1974,District of Columbia,3,1,33.33,0,0.00,0,0.00,723000,723000
1974,Florida,362,345,95.30,15,4.14,17,4.70,8111852,6861719
1974,Georgia,299,100,33.44,3,1.00,19,6.35,4987157,2742657
1974,Guam,1,0,0.00,0,0.00,0,0.00,86926,0
1974,Hawaii,14,11,78.57,7,50.00,9,64.29,881824,842682
1974,Idaho,94,82,87.23,5,5.32,5,5.32,811671,760842
1974,Illinois,694,468,67.44,36,5.19,45,6.48,11193676,10395552
1974,Indiana,332,182,54.82,2,0.60,5,1.51,5342706,3729607
1974,Iowa,212,143,67.45,2,0.94,4,1.89,2867843,2320812
1974,Kansas,212,181,85.38,6,2.83,8,3.77,2287937,2101737
1974,Kentucky,443,430,97.07,2,0.45,2,0.45,3362172,3345566
1974,Louisiana,154,100,64.94,24,15.58,32,20.78,3997696,3204609
1974,Maine,118,60,50.85,0,0.00,0,0.00,1047000,709524
1974,Maryland,96,63,65.63,2,2.08,10,10.42,4204818,3081980
1974,Massachusetts,278,154,55.40,0,0.00,4,1.44,5821531,4354345
1974,Michigan,578,511,88.41,67,11.59,67,11.59,9225973,8695914
1974,Minnesota,269,204,75.84,3,1.12,3,1.12,3922805,3528336
1974,Mississippi,179,85,47.49,1,0.56,1,0.56,2328714,1249367
1974,Missouri,287,156,54.36,8,2.79,20,6.97,4864052,3783778
1974,Montana,91,63,69.23,5,5.49,6,6.59,747997,574479
1974,Nebraska,223,184,82.51,7,3.14,8,3.59,1559644,1465521
1974,Nevada,34,26,76.47,1,2.94,1,2.94,573000,519060
1974,New Hampshire,77,43,55.84,0,0.00,0,0.00,808000,477648
1974,New Jersey,542,485,89.48,1,0.18,3,0.55,7347992,7097572
1974,New Mexico,95,63,66.32,2,2.11,2,2.11,1122858,1044617
1974,New York,456,350,76.75,37,8.11,52,11.40,19226162,15822550
1974,North Carolina,597,298,49.92,0,0.00,0,0.00,5363000,4279533
1974,North Dakota,71,51,71.83,0,0.00,0,0.00,637000,390487
1974,Ohio,438,297,67.81,9,2.05,11,2.51,10835151,8954870
1974,Oklahoma,249,180,72.29,2,0.80,2,0.80,2716975,2379749
1974,Oregon,170,132,77.65,4,2.35,4,2.35,2269335,1972468
1974,Pennsylvania,945,785,83.07,23,2.43,28,2.96,11929144,9068038
1974,Puerto Rico,1,0,0.00,0,0.00,0,0.00,2689932,0
1974,Rhode Island,51,38,74.51,0,0.00,0,0.00,937000,919359
1974,South Carolina,301,125,41.53,2,0.66,2,0.66,2805518,2125935
1974,South Dakota,97,45,46.39,5,5.15,7,7.22,692712,343855
1974,Tennessee,186,82,44.09,5,2.69,6,3.23,4169520,2832481
1974,Texas,630,384,60.95,37,5.87,62,9.84,12326802,9878534
1974,Utah,74,47,63.51,8,10.81,9,12.16,1222877,1025190
1974,Vermont,47,13,27.66,0,0.00,9,19.15,470000,124626
1974,Virginia,277,171,61.73,3,1.08,16,5.78,4990757,3616248
1974,Washington,138,110,79.71,7,5.07,7,5.07,3494385,3256270
1974,West Virginia,261,216,82.76,0,0.00,0,0.00,1791000,1642451
1974,Wisconsin,248,247,99.60,8,3.23,8,3.23,4586633,4586633
1974,Wyoming,47,35,74.47,2,4.26,3,6.38,372219,303945
1973,Alabama,221,79,35.75,7,3.17,21,9.50,3634737,1574349
1973,Alaska,18,11,61.11,0,0.00,0,0.00,330000,260855
1973,Arizona,58,24,41.38,4,6.90,5,8.62,2075141,674568
1973,Arkansas,150,26,17.33,0,0.00,4,2.67,2057887,541044
1973,California,542,513,94.65,32,5.90,32,5.90,20842166,20798019
1973,Canal Zone,1,0,0.00,0,0.00,0,0.00,44650,0
1973,Colorado,130,50,38.46,3,2.31,7,5.38,2467587,1267366
1973,Connecticut,101,22,21.78,0,0.00,15,14.85,3212115,961790
1973,Delaware,47,34,72.34,0,0.00,0,0.00,576000,390126
1973,District of Columbia,3,2,66.67,0,0.00,0,0.00,746000,746000
1973,Florida,348,343,98.56,15,4.31,15,4.31,7696604,7694228
1973,Georgia,298,93,31.21,6,2.01,19,6.38,4886696,2616188
1973,Guam,1,0,0.00,0,0.00,0,0.00,86926,0
1973,Hawaii,14,2,14.29,1,7.14,9,64.29,865974,677918
1973,Idaho,91,52,57.14,6,6.59,7,7.69,787509,520675
1973,Illinois,686,438,63.85,11,1.60,14,2.04,11295022,9950417
1973,Indiana,332,214,64.46,2,0.60,5,1.51,5328601,3199444
1973,Iowa,211,95,45.02,1,0.47,4,1.90,2916959,1331556
1973,Kansas,212,145,68.40,6,2.83,8,3.77,2296660,1273935
1973,Kentucky,435,359,82.53,2,0.46,2,0.46,3347082,3332016
1973,Louisiana,153,70,45.75,18,11.76,34,22.22,4012149,2494804
1973,Maine,106,50,47.17,2,1.89,5,4.72,1050945,508423
1973,Maryland,96,61,63.54,2,2.08,10,10.42,4179627,3661245
1973,Massachusetts,277,140,50.54,0,0.00,4,1.44,5839586,3207557
1973,Michigan,574,511,89.02,63,10.98,64,11.15,9131662,8876760
1973,Minnesota,261,259,99.23,3,1.15,3,1.15,3902593,3898847
1973,Mississippi,179,95,53.07,1,0.56,1,0.56,2285525,1463727
1973,Missouri,284,142,50.00,6,2.11,18,6.34,4836629,3307031
1973,Montana,91,69,75.82,3,3.30,4,4.40,729029,624367
1973,Nebraska,222,177,79.73,8,3.60,9,4.05,1560631,1423452
